datetime,title,up,down
2022.12.19 15:13,산이 높더니,3,1
2022.12.19 14:49,개미들아,1,0
2022.12.19 14:48,완전쓰레기개잡주.혼자개폭락.회사부도설.,1,0
2022.12.19 14:26,■■■■■ 당근 !!!! 50깨지고 ...,3,0
2022.12.19 14:23,연말까지 90만원 간다고 [4],6,1
2022.12.19 14:19,독하네.기미가안보여..ㅊㅊ,1,0
2022.12.19 14:19,허매수물량,1,0
2022.12.19 14:11,■■■■ 처 쥑일 것들 ~~~,1,0
2022.12.19 14:05,영업이익 20%증가?,2,0
2022.12.19 14:02,내년에는 조선이랑 2차전지가 좋다고 하지... [1],3,0
2022.12.19 13:48,643000원에 30개 다시 매수했습니다,2,0
2022.12.19 13:35,이것도 수타 빠지겠다,1,0
2022.12.19 13:15,SDI 실적 좋고 성장성 변함이 없다. [2],4,0
2022.12.19 12:52,내탓~ [1],1,0
2022.12.19 12:38,[삭제된 게시물의 답글](긴급)씨티그룹 ...,1,0
2022.12.19 12:31,jp모르간 [1],1,0
2022.12.19 11:56,개미투자자들이여 우리 좀 똑똑하게 전략적... [1],9,5
2022.12.19 11:50,ㅈㄴ게빼네.ㄱ ㅐ..ㅅ.공매도.ㅆ..개잡...,1,0
2022.12.19 11:36,오늘도 개박살내는구만.ㅆ....엣공매도.... [1],1,0
2022.12.19 11:30,메릴린치가,1,0
2022.12.19 10:38,공매도 박멸,1,0
2022.12.19 10:34,오자를 기다리며,3,2
2022.12.19 09:59,SDI도 작전 함 걸어봐라,2,0
2022.12.19 09:39,기관 리포트와 기관매수의견 나오면,1,0
2022.12.19 09:33,52에서 78까지 별이유없이 나홀로 폭등...,3,2
2022.12.19 09:22,[삭제된 게시물의 답글]내가 말했제,1,0
2022.12.19 06:45,호재 [3],13,2
2022.12.18 21:18,백만원 갑니다 [2],11,3
2022.12.18 21:17,"GM, 볼보에 이어 BMW까지 합작사 설... [1]",11,3
2022.12.18 15:24,이재용 집세 회동-공급 규모 3배 이상 ... [5],25,6
2022.12.18 13:57,BMW 삼성SDI 배터리,6,1
2022.12.18 12:52,현대차와 손절한다는거네 ㅎㅎㅎ [1],6,0
2022.12.18 10:59,역시 이재용~~^^,9,1
2022.12.18 10:19,이재용 집세 만남이후,9,0
2022.12.17 20:05,GM이랑 볼보랑 합작사 설립한다며요? [3],4,2
2022.12.17 18:43,2차전지 리포트 / Battery 중요한...,5,0
2022.12.18 11:40,너도 작살나야지? 용가리 통뼈도 아니고,5,0
2022.12.17 01:09,"■■■■■ 느들은 ,,, 끝낫으 ㅋ... [1]",5,2
2022.12.16 22:03,[삭제된 게시물의 답글]● 블랙 믄데이,5,0
2022.12.16 18:48,인간지표 김광규가 집사니 역시 꼭지네ㅡ6...,2,1
2022.12.16 18:18,빅뉴스에상,1,0
2022.12.16 17:34,SDI 내년 고성장 예상 [1],20,1
2022.12.16 16:05,와 ... 외인 고맙다,4,0
2022.12.16 15:56,빨랑 도망쳐 시초가에 못나온 흑우없지?,2,0
2022.12.16 15:54,BMW [2],18,4
2022.12.16 15:48,막판 무슨 일 있었습니까? [3],2,0
2022.12.16 15:47,잘~했다 [1],4,1
2022.12.16 15:46,"■■■■■■ 나 이렇게는 ,,, 못... [1]",1,0
2022.12.16 15:46,개인,2,0
2022.12.16 15:39,slk_****님!! 저 곱버스 익절하고...,1,0
2022.12.16 15:36,오늘,1,0
2022.12.16 15:34,아양봉 굿..역시..에스..군데..,2,0
2022.12.16 15:34,우와!!! 막판에 655000원 안와서 ... [1],2,0
2022.12.16 15:33,개관 패버리고싶다,4,2
2022.12.16 15:32,동시호가?,4,0
2022.12.16 14:57,개관...,4,0
2022.12.16 13:58,삼디 [2],7,2
2022.12.16 12:44,금일 곱버스 15프로 익절 후 삼디 매수,4,0
2022.12.16 10:55,기회다,4,3
2022.12.16 11:46,기회다,1,0
2022.12.16 10:37,엣쓰레기 개잡주네.공매 ㄱ ㅐ ㅆ 퀴들,1,0
2022.12.16 09:46,외국인은 오늘같은 상황에서도 2차전지종목...,4,1
2022.12.16 09:15,[삭제된 게시물의 답글]빨랑 도망쳐 시초... [1],1,0
2022.12.16 09:07,매수기회,2,0
2022.12.16 06:06,어제 말했다 나스닥 작갈나면 안빠진 이넘...,2,1
2022.12.16 03:55,"""누리호 개발조직 사실상 해체""…고정환 ... [2]",7,5
2022.12.16 00:21,금투세 2년 유예 결정,1,0
2022.12.15 22:09,법인세 인하 반대하는 모지리들아 듣거라 [3],12,6
2022.12.15 20:41,전과4범과 더듬당놈들 법인세왜인하안해주냐... [3],20,12
2022.12.15 17:55,건강보험 개혁 꼭 필요하다 [9],17,11
2022.12.15 17:41,물가 안정에 중점 둔 연준 의지 반영됨에... [5],15,2
2022.12.15 17:29,외인 vs 개관! 지금 비중이 말이 되냐...,3,0
2022.12.15 16:51,조선장 끝나고 나스닥 쳐내리는거봐라 [1],1,0
2022.12.15 15:38,개관 OOO들... [1],2,0
2022.12.15 14:14,외인도 아는데 개관은 왜그럴까나,2,0
2022.12.15 14:00,답답하다,2,0
2022.12.15 13:52,역쉬 개관호구보다는 외인 호구가,1,0
2022.12.15 09:23,갈놈은 누가뭐래도 올라간다~,4,1
2022.12.15 09:15,[삭제된 게시물의 답글]50 깨지는 날,2,1
2022.12.15 09:10,"4분기 실적, 22년 실적 대박인가보다. [1]",6,0
2022.12.15 07:50,[삭제된 게시물의 답글]오늘은,4,0
2022.12.15 08:53,[삭제된 게시물의 답글]오늘은,1,0
2022.12.15 06:23,삼성SDI 주가전망,10,0
2022.12.15 06:00,시간이 돈벌어준다,4,1
2022.12.14 18:31,술만 마시지말고 [1],3,0
2022.12.14 18:26,후~ 사나이테스트 통과한거 같다,1,0
2022.12.14 16:51,연기금 매도,8,0
2022.12.14 16:02,종가매수,3,0
2022.12.14 15:56,엔솔보다 삼스디,11,1
2022.12.14 15:39,"오늘만 버티면 되는데, 아메바 쫄보개미들...",4,0
2022.12.14 15:11,역시 삼똥디가 최고구나,3,0
2022.12.14 14:55,큰형님,2,0
2022.12.14 13:40,액면분할 [2],3,0
2022.12.14 13:34,"투신,연기금",5,0
2022.12.14 13:31,지금사도될까요? [3],4,0
2022.12.14 10:50,타이밍!,2,0
2022.12.14 10:43,외인,3,0
2022.12.14 10:26,공매들,4,0
2022.12.14 10:22,오늘 오르니까,3,2
2022.12.14 10:18,음~~~,1,0
2022.12.14 10:11,모르간이 [1],1,0
2022.12.14 09:56,음 올라가네,3,0
2022.12.14 10:09,음 올라가네,1,0
2022.12.14 09:38,다른거팔고 [1],2,0
2022.12.14 09:31,형 힘내죠 [1],2,0
2022.12.14 09:19,쌍끌이양매수2차전지엔캠전해액공급실적사상최... [2],12,0
2022.12.14 09:17,오늘은 아메바 쫄보안티개미들이 [1],3,0
2022.12.14 09:16,벤츠 디자이너 임원 이일환,2,0
2022.12.14 09:06,[삭제된 게시물의 답글]버블이 심한 종목,2,1
2022.12.14 08:20,놉 테슬라만의 문제임ㅋㅋ,5,0
2022.12.14 07:51,주식은 W [1],2,0
2022.12.13 22:00,외국인은 사고 기관은 팔고.. [1],5,0
2022.12.13 17:58,그냥 가만히 들고가시오 [2],7,0
2022.12.13 17:02,CPI와 FOMC 경계감.... 코스피 ... [3],20,2
2022.12.13 15:24,일봉상 장대음봉 넘기가 쉽지않지,1,0
2022.12.13 15:22,오늘 동시호가 얼마뺄까?,2,0
2022.12.13 15:18,오늘도 동시호가 장난갑니다~ [1],3,0
2022.12.13 15:14,주거니 받거니 [1],1,0
2022.12.13 14:52,2년만에 팔고 나서 다시 조금 들어갑니다...,1,0
2022.12.13 14:34,이유없으니,1,0
2022.12.13 14:08,이것도 당분간 [1],2,1
2022.12.13 13:18,기타법인,1,0
2022.12.13 12:54,징글징글하다 [1],2,0
2022.12.13 12:00,쓰레기 개잡!! [2],2,0
2022.12.13 11:09,애플에서 삼성디플 oled사용한다네,2,0
2022.12.13 10:02,배당 천원받을라고 이걸사냐 [3],1,0
2022.12.13 09:52,이제 폭락 시작이다,4,1
2022.12.13 09:43,테슬라테슬라테슬라테슬라,2,0
2022.12.13 09:45,테슬라테슬라테슬라테슬라,1,0
2022.12.13 09:30,대한민국 코스피 참 개판이다,5,3
2022.12.13 09:28,미쳤네 [1],1,0
2022.12.13 09:09,쌈디 [2],2,1
2022.12.12 21:00,"장막판 3만주 가량으로 7,000원을 밀...",6,0
2022.12.12 19:00,시가 총액 상위 종목,2,1
2022.12.12 18:27,전기차.전기트럭.UAM.로봇=배터리 [1],7,0
2022.12.12 16:49,"[이데일리] ""유럽선 전기차 탈만하네""…...",6,0
2022.12.12 15:43,막판,6,1
2022.12.12 15:29,왜자꾸,6,1
2022.12.12 14:59,밑에서 추매한 보람이 있네요,4,0
2022.12.12 14:48,탄력좋고 [2],4,0
2022.12.12 14:42,역시 개미들입니다.,6,0
2022.12.12 13:52,조금씩 [1],2,0
2022.12.12 13:47,이건희 때는 말이야 안 그랬는데.,2,1
2022.12.12 13:34,매수우위,2,0
2022.12.12 13:11,조일알미늄 1조 351억 계약 공시가,1,0
2022.12.12 12:23,주식 11년차 울어머니가,2,0
2022.12.12 12:09,이식히 또 63찍을라고 이러네,3,0
2022.12.12 11:39,고만 까불고 [1],1,0
2022.12.12 11:23,체결강도,2,0
2022.12.12 10:28,외인보다 얄미운 기관넘들,3,0
2022.12.12 10:17,금투세 법안 발의자들 [1],2,0
2022.12.12 09:44,공매,1,0
2022.12.12 09:16,드뎌간다! [3],2,1
2022.12.12 08:48,단기 낙폭 이격 과대 기술적 반등,2,0
2022.12.12 01:55,증권사추천,2,0
2022.12.11 19:28,힘드시겠지만 현실적으로 말씀드리겠습니다 [1],16,7
2022.12.11 17:46,뭔 금투세 타령이냐 ㅋㅋ [1],8,3
2022.12.11 16:09,용산 개고기란 표현이 거슬린다는 사람들 [5],12,11
2022.12.11 15:18,급락한 이유가 [1],11,9
2022.12.11 12:49,제발 59까지만 오자 [1],2,0
2022.12.11 12:48,드디어 테슬라 폭등..,6,2
2022.12.11 12:29,더 떨어지길 눈빠지게 기다리는..,1,0
2022.12.11 09:47,언제나 말하지만... [1],2,1
2022.12.11 07:11,SDI 투자하면서 문재인이 욕하면 바보지 [5],15,8
2022.12.10 21:56,뉴욕증시 특징주,2,1
2022.12.10 21:44,참 어?다요.,3,1
2022.12.10 21:36,2차전지 급락(①)과 테슬라 상승(②) ...,1,0
2022.12.10 18:43,금투새 유예되지 않으면 10%더 하락 [4],15,8
2022.12.10 13:08,테슬라 오른이유가,2,0
2022.12.10 11:45,테슬라 상승 마감,11,4
2022.12.10 11:34,테슬러만 올랐네! [1],4,2
2022.12.10 01:11,테슬라 8%이상급등중! [1],7,4
2022.12.09 21:52,ㅋㅋㅋㅋㅋ [6],16,2
2022.12.09 21:26,3년간 테마였으면,5,1
2022.12.09 20:46,캬악 [1],2,0
2022.12.09 20:42,담주 5짜보것다 [1],2,1
2022.12.09 20:11,평단 65.4입니다 ㅠㅜ [5],2,1
2022.12.09 20:01,걱정할꺼 전혀 없다 [1],5,1
2022.12.09 19:03,찬밥 더운밥 가릴땐가 [4],3,0
2022.12.09 18:21,월요일 ㄷㄷ [3],4,0
2022.12.09 18:02,군침이 [1],1,0
2022.12.09 17:42,동방박사 최병운 내일 호텔아카데미하네,3,0
2022.12.09 17:31,"차트도 갭하락, 보조지표 모두 당분간 하...",2,0
2022.12.09 17:20,오늘은 글 길게 쓰며 희망회로 돌리는 늠,1,0
2022.12.09 16:24,50만원대 올라갈때 [1],4,0
2022.12.09 16:23,안타깝지만 시장은 냉정하다 [1],2,0
2022.12.09 16:18,공매밖에 었어 [2],5,0
2022.12.09 16:08,1차 목표가 60,2,0
2022.12.09 15:59,《개미털기 연합작전 》- 2차전지 관련주 [1],3,1
2022.12.09 15:58,나락행 열차에 타신걸 환영합니다.,4,0
2022.12.09 15:48,머냐?,3,0
2022.12.09 15:46,개미들 겁줄려고 [1],1,0
2022.12.09 15:42,개거품주식의 말로,2,0
2022.12.09 15:40,개잡주,1,0
2022.12.09 15:38,외인들이 중국시장에서 빼낸자금 한국증시... [3],2,0
2022.12.09 15:37,절대 용서 모탄다 ㅠㅠ [3],5,0
2022.12.09 15:36,무섭네 [1],2,1
2022.12.09 15:36,기관 특히 투신이 연말보너스 받으려고,1,0
2022.12.09 15:33,조금만 더 내려와라 [1],1,0
2022.12.09 15:30,엿같네,3,1
2022.12.09 15:29,이가격에도 선뜻 줍줍도 조심스럽네,4,0
2022.12.09 15:28,개미 등골 처묵을라고,1,0
2022.12.09 15:27,58만 오나? [1],1,0
2022.12.09 15:26,다음주에 더떨어져,1,0
2022.12.09 15:24,동시호가 하한가 찍어버리는 걸 보니,1,0
2022.12.09 15:22,싸다싸. 지금 물탈 기회.,1,0
2022.12.09 15:22,나도 sdi주주다!!!!,1,0
2022.12.09 15:22,장난하네 개xx [1],3,0
2022.12.09 15:22,쑈를 보여 주네 [1],1,0
2022.12.09 15:22,제발 하한가 보내줘라!! [1],4,0
2022.12.09 15:22,시외거래,1,0
2022.12.09 15:21,대형주도,1,0
2022.12.09 15:19,왜 내가 사면 꼬라 박을까 [2],1,0
2022.12.09 15:15,SDI 손절하지마시고 들고계시다면 [1],3,2
2022.12.09 15:13,장투는 수면제 먹어야함 [3],3,0
2022.12.09 15:11,개관들 이차전지 팔아서,3,0
2022.12.09 15:10,실적이고 나발이고 완전 개잡주구만 흐흐흐 [1],3,0
2022.12.09 15:05,흔들리지 맙시다! [1],1,0
2022.12.09 15:03,분기실적 영익 1조원 회사도 [1],1,0
2022.12.09 14:54,귀신들은 뭐해?,2,1
2022.12.09 14:53,코로나 발발이후생긴 거품이 [1],2,0
2022.12.09 14:50,이건 하락징조가 아니라,1,0
2022.12.09 14:40,"맘 비워는데 ,,,그래도 [1]",5,1
2022.12.09 14:35,지지선을 알아봅시다,2,0
2022.12.09 14:31,혼자 오른 개거품 주식의 말로,3,1
2022.12.09 14:28,기관은 떠났고 실세가 외인이다. 개미들 ... [1],4,0
2022.12.09 14:21,엘쥐랑 친구냐? [2],2,0
2022.12.09 14:18,금투세 걱정하지마라 [1],3,1
2022.12.09 14:17,650000원에 입성 잘 부탁합니다 [1],2,0
2022.12.09 14:11,삼디야ㅡ [1],1,0
2022.12.09 14:09,물타지마라 [1],2,1
2022.12.09 14:05,왜이래 이거,1,0
2022.12.09 14:03,코스닥 이냐?,3,0
2022.12.09 14:02,더밀어라,2,0
2022.12.09 14:00,중국 봉쇄,1,0
2022.12.09 13:50,삼성증권 개넘들도 같은 계열사를 파네,2,0
2022.12.09 13:37,Sk이노베이션으로 와 [2],2,1
2022.12.09 13:22,확실히 2차전지,2,0
2022.12.09 13:20,겁나 때리네!,1,0
2022.12.09 13:20,시원하게밀고 [1],2,0
2022.12.09 13:19,52에서78까지 별이유없이 폭등,4,2
2022.12.09 13:11,테슬라와 무슨 상관 [1],2,0
2022.12.09 13:08,개잡주~~~~,1,0
2022.12.09 13:01,왜 폭락인가요. 이차전지 전멸이네 [1],1,0
2022.12.09 12:53,작정을 했네,2,0
2022.12.09 12:45,50만에서 다시보자 [1],2,1
2022.12.09 12:38,Sdi 목표100만,2,0
2022.12.09 12:34,흡혈안티개미들 악재글에 더이상 휘둘리지 [1],1,0
2022.12.09 12:33,내 평단,3,0
2022.12.09 12:32,삼성SDI 공장에 푸틴이 미사일 쐈나요? [1],4,0
2022.12.09 12:26,이제 반도체 or 자동차 섹터 출발이니,4,0
2022.12.09 12:09,12월은 그 해의 스타주 하락장인 거 모...,5,0
2022.12.09 12:08,에구 전지,1,0
2022.12.09 12:07,삼디야 왜그러니ㅡㅡ [1],2,1
2022.12.09 12:04,도박판이네 [1],3,0
2022.12.09 11:54,삼성SDI.매출100조 영업익10조 [1],4,0
2022.12.09 11:52,오늘하락은 실적우려 하락이 아니고,3,0
2022.12.09 11:42,50만원 딱 한번만 와줘,3,0
2022.12.09 11:28,그만팔아~~ [1],4,2
2022.12.09 11:19,막둥이 [1],1,0
2022.12.09 10:59,젠장!!!!! [1],1,0
2022.12.09 10:51,매물유도,2,1
2022.12.09 10:38,시원하게 떨어지는구나 [2],2,0
2022.12.09 10:34,맨날 안티랑 싸우다 이제 글 남긴다 [8],5,1
2022.12.09 10:26,■ 기회입니다. [3],3,2
2022.12.09 10:25,미친건가,2,0
2022.12.09 10:19,대차잔고,1,0
2022.12.09 10:07,솔직히 님들 엔솔 개거품 심해서 이거산거... [1],1,0
2022.12.09 10:05,베터리 다 꼬라박는데 뭔일 있음? [4],1,0
2022.12.09 09:55,호재 있다고 하고 내리는거봐,1,0
2022.12.09 09:51,오늘 -7% 이상.. [2],3,2
2022.12.09 09:46,신한족바리 공매도네 [1],3,1
2022.12.09 09:45,신한투자 물량이 어디서 나오냐,3,0
2022.12.09 09:45,진짜...,2,0
2022.12.09 09:43,이좋은주식도 결국 공매도에 고점서 꼬꾸라... [1],5,1
2022.12.09 09:42,겁 고만줘라,1,0
2022.12.09 09:42,시원시원하네,2,0
2022.12.09 09:31,기회주네 [4],3,1
2022.12.09 09:29,신한투자야 불법 공매도 그만하라,2,0
2022.12.09 09:27,단기간에 60만원깨진다~,2,1
2022.12.09 09:27,션하게 [1],2,1
2022.12.09 09:24,신한투자 공매도 조사해라,2,0
2022.12.09 09:11,신한투자 공매도 조사해라,4,0
2022.12.09 01:51,[삭제된 게시물의 답글]나 오늘 매수했는...,3,1
2022.12.08 17:17,5 거래일 연속 하락.... 2371.0... [7],25,2
2022.12.08 15:49,오늘도 기관중에서 투신이 92천주 순매도... [1],7,1
2022.12.08 15:33,동시호가... [1],3,0
2022.12.08 15:23,동시호가가 오늘 선물옵션만기일이라는 걸 ...,1,0
2022.12.08 15:17,반도 사람들이 주식 못하는 이유.. [1],1,0
2022.12.08 14:39,오늘 안떨어지면 어떠하리~~~,1,0
2022.12.08 13:31,장후반에,2,1
2022.12.08 12:46,정신줄 놓은 아메바 안티 쫄개미들이 판치...,2,0
2022.12.08 08:27,원통형 배터리 생산라인 구축,3,0
2022.12.08 06:27,인생은 짧고 시장은 길어... [1],4,0
2022.12.07 19:17,화재나는 밧데리 어떻게 생각하심? [1],1,0
2022.12.07 18:05,차 1억짜리 할부금ㅡㅡ노조예금에서도와주라...,4,1
2022.12.07 16:11,모지리 기관,5,0
2022.12.07 14:33,10만원대 대세라할때 팔라던 출발이다 대... [1],2,0
2022.12.07 11:05,신한투자 늠들은 여기저기서 매도질만 하네... [2],16,0
2022.12.07 10:24,신한금융 [2],7,0
2022.12.07 10:12,너가 대장해라!,2,1
2022.12.07 09:47,실적사상최대2차전지엔켐외국인연속매수 [3],10,2
2022.12.07 09:06,jp모간,2,0
2022.12.06 22:29,SDI 내년 고성장 예상-매수 시점 [3],20,2
2022.12.06 20:16,씨가 말라가네요? [3],15,5
2022.12.06 19:21,종가에 매수,3,2
2022.12.06 18:18,기래기들 그라고쌍방울들아 꿈깨?늙으믄쭈그...,1,0
2022.12.06 18:17,딴거 다 필요없고,6,0
2022.12.06 17:30,한 달 만에 2400선 무너진 지수 ㅋㅋ [7],25,2
2022.12.06 15:35,오늘은...,2,0
2022.12.06 15:24,동시호가 [1],1,0
2022.12.06 15:21,시간외 장난 디진다 진짜 [1],4,0
2022.12.06 14:44,야는 종주 빠져도 빨간빤스구마,2,0
2022.12.06 14:22,외쿡인연속매수엔켐실적사상최대美테네시주K-... [4],14,7
2022.12.06 14:18,jp모간,3,1
2022.12.06 13:48,저전거래자너,2,1
2022.12.06 13:34,대단한 삼스디,1,0
2022.12.06 13:22,얘는,1,0
2022.12.06 10:11,이제 [1],3,2
2022.12.06 11:16,이제,1,0
2022.12.06 09:12,지지선깨졌다,1,0
2022.12.06 09:00,에이쒸,1,0
2022.12.05 16:46,신한투자 불법공매도 조사좀하자 [2],4,0
2022.12.05 15:03,오늘부터,2,0
2022.12.05 11:12,내릴때마다 조금씩,3,0
2022.12.05 11:08,기관 연기금 욕할거 없어 [2],5,4
2022.12.05 10:57,"삼성전자, 도미니카 재생에너지 시장 '정...",1,0
2022.12.05 10:07,이것도,2,1
2022.12.05 09:01,이미 경기침체가 시작되었다.,3,0
2022.12.05 08:31,오늘가야된다 [3],3,0
2022.12.04 20:11,~~금투세 ‘대주주 50억’ 절충[뉴스] [3],7,1
2022.12.04 21:18,[삭제된 게시물의 답글]오늘(4일) 방송...,7,4
2022.12.02 21:18,신한투자 한달내내 공매도 [3],6,0
2022.12.02 17:25,삼디 문제는... [1],5,2
2022.12.02 15:18,던지고 [1],1,0
2022.12.02 14:13,민노총 탈퇴하면 폭등하는 이유 [4],20,5
2022.12.02 13:53,개잡주 [1],5,1
2022.12.02 11:02,신한금융 [3],8,2
2022.12.02 11:01,신한투자 공매놈들 조사좀하자 [1],7,0
2022.12.02 10:57,"신한투자 늠들은 여기저기서 공매질만하네,... [1]",5,0
2022.12.02 10:00,2차전지엔켐실적사상최대영업이익급성장 [3],12,3
2022.12.02 08:59,가자좀 [1],5,1
2022.12.02 08:48,오늘도. [1],7,1
2022.12.01 20:24,원희룡 일마쥐톨만한데갓다능젓나있네 특전사...,16,5
2022.12.01 17:07,미국발 훈풍에 상승 출발했던 종지가 ㅋㅋ [5],27,0
2022.12.01 16:39,시간외 보니.. [4],8,1
2022.12.01 15:23,녹화들어갑니다,1,0
2022.12.01 16:50,지금코스피에서 얘처럼 위험해보이는 주식이...,1,0
2022.12.01 14:32,"신한투자 늠들은 여기저기서 공매질하네,, [3]",7,0
2022.12.01 13:28,빨리,1,0
2022.12.01 11:10,드뎌,2,0
2022.12.01 11:06,키움은 매도 1도 없네,2,0
2022.12.01 09:11,폭등한 주식 건들면 골로간다~~ [1],1,0
2022.12.01 09:06,시초가에 판 놈이 오늘의 위너다.,1,0
2022.12.01 07:23,오늘 시초 묻지마 매수나오겠네,2,0
